Total,1,2,3,4,5,6,7,8,9,10
117,1.07,1.0575,1.05,1.0425,0.04,1.0325,1.0375,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,0.07,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.08,1.0325,1.0375,1.03,1.06,1.035
3,1.07,1.0575,1.05,1.0425,0.09,1.0325,1.0375,1.03,1.06,1.035
4,1.07,1.0575,1.05,1.0425,0.1,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.13,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.14,1.0325,0.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.15,1.0325,1.0375,1.03,0.94,1.035
1,1.07,1.0575,1.05,1.0425,0.16,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.18,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.2,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.21,1.0325,1.0375,1.03,0.06,1.035
2,1.07,1.0575,1.05,1.0425,0.22,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.23,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.24,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.25,1.0325,1.0375,1.03,1.06,0.035
1,1.07,1.0575,1.05,1.0425,0.26,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.27,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.28,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.3,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.31,1.0325,1.0375,1.03,0.06,1.035
1,1.07,1.0575,1.05,1.0425,0.32,1.0325,1.0375,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,0.33,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.34,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.35,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.36,1.0325,1.0375,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,0.37,1.0325,1.0375,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,0.38,1.0325,1.0375,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,0.39,1.0325,1.0375,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,0.4,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.41,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.43,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.44,1.0325,1.0375,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,0.45,1.0325,1.0375,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,0.5,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.54,1.0325,1.0375,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,0.55,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.58,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.64,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.65,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.67,1.0325,1.0375,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,0.68,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.7,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.71,0.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.71,1.0325,1.0375,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,0.72,1.0325,1.0375,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,0.76,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.78,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.79,1.0325,1.0375,1.03,1.06,0.035
2,1.07,1.0575,1.05,1.0425,0.79,1.0325,1.0375,1.03,1.06,1.035
3,1.07,1.0575,1.05,1.0425,0.81,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.84,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.89,1.0325,1.0375,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,0.91,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.92,1.0325,1.0375,1.03,1.06,1.035
3,1.07,1.0575,1.05,1.0425,0.93,1.0325,1.0375,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,0.95,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.96,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.97,1.0325,1.0375,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,0.98,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,0.99,1.0325,1.0375,1.03,1.06,1.035
3,1.07,1.0575,1.05,1.0425,1.01,1.0325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.0325,1.0375,1.03,0.06,0.035
1,1.07,1.0575,1.05,1.0425,1.04,0.0325,1.0375,1.03,0.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.0325,1.0375,1.03,0.635,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.0325,1.0375,1.03,0.67,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.0325,1.0375,1.03,1.06,0.035
32,1.07,1.0575,1.05,1.0425,1.04,0.0325,1.0375,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,0.0425,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.0625,1.0375,1.03,0.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.0725,1.0375,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,0.0825,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.0925,1.0375,1.03,0.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.1125,1.0375,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,0.1225,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.1425,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.1725,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.1825,1.0375,1.03,1.06,1.035
4,1.07,1.0575,1.05,1.0425,1.04,0.1925,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.2025,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.2325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.2825,1.0375,0.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.3025,1.0375,1.03,1.06,0.115
1,1.07,1.0575,1.05,1.0425,1.04,0.3025,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.3125,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.3325,1.0375,1.03,0.895,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.3425,1.0375,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,0.3625,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.3725,1.0375,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,0.3925,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.4025,0.2775,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.4025,1.0375,1.03,1.06,0.945
2,1.07,1.0575,1.05,1.0425,1.04,0.4025,1.0375,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,0.4125,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.4425,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.4725,1.0375,1.03,0.675,1.035
2,1.07,1.0575,1.05,1.0425,1.04,0.5325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.5525,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.5625,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.5725,1.0375,1.03,1.06,0.035
1,1.07,1.0575,1.05,1.0425,1.04,0.5825,1.0375,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,0.6025,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.6325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.6425,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.6625,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.6825,1.0375,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,0.6925,1.0375,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,0.7125,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.7325,1.0375,1.03,1.06,1.035
3,1.07,1.0575,1.05,1.0425,1.04,0.7625,1.0375,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,0.7825,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.7925,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.8025,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.8325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.8725,1.0375,1.03,0.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.8925,1.0375,1.03,1.06,1.035
3,1.07,1.0575,1.05,1.0425,1.04,0.9225,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.9325,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.9525,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.9625,1.0375,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,0.9725,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,0.9825,1.0375,1.03,1.06,1.035
3,1.07,1.0575,1.05,1.0425,1.04,0.9925,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0125,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0225,1.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.0375,0.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.0375,1.03,0.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.0375,1.03,0.065,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.0375,1.03,0.26,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.0375,1.03,0.505,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.0375,1.03,0.745,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.0375,1.03,0.835,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.0375,1.03,1.06,0.035
137,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.0375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.0475,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.0675,0.11,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.0675,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.0975,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.1075,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.1475,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.1575,1.03,0.53,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.1575,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.2075,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.2275,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.2475,1.03,1.06,0.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.2475,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.2675,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.2775,1.03,0.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.2775,1.03,0.08,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.2775,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.2875,1.03,1.06,0.565
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.2975,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.3175,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.3275,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.3375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.3475,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.3675,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.3875,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.3975,1.03,0.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.3975,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.4075,0.92,0.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.4075,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.4175,0.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.4175,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.4275,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.4375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.4475,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.4675,1.03,0.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.4775,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.4875,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.5075,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.5175,1.03,0.99,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.5275,1.03,1.06,1.035
3,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.5375,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.5775,1.03,1.06,1.035
3,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.5975,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.6075,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.6275,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.6375,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.6575,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.6675,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.6775,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.6875,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.6975,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.7075,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.7375,1.03,1.06,1.035
3,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.7475,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.7675,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.7775,1.03,1.06,0.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.7875,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.8175,1.03,0.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.8175,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.8575,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.8675,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.8875,1.03,0.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.8875,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.8975,1.03,1.06,0.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.8975,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.9075,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.9175,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.9275,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.9575,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.9675,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.9775,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.9875,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,0.9975,1.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0275,1.03,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.03,0.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.03,0.43,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.03,0.51,1.035
3,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.03,1.06,0.035
36,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.03,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.04,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.05,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.06,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.07,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.08,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.1,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.12,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.15,0.845,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.17,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.18,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.19,1.06,1.035
