Total,1,2,3,4,5,6,7,8,9,10
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.2,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.21,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.22,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.28,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.3,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.31,0.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.31,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.32,1.06,1.035
4,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.35,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.37,1.06,1.035
3,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.39,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.4,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.42,1.06,0.285
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.42,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.43,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.44,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.46,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.48,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.49,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.53,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.55,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.56,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.57,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.64,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.66,1.06,1.035
3,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.67,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.68,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.69,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.71,1.06,1.035
3,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.75,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.78,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.79,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.8,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.81,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.82,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.83,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.87,0.96,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.87,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.88,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.89,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.9,0.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.9,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.91,0.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.91,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.93,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.94,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.95,1.06,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.97,1.06,1.035
3,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,0.99,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1,1.06,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.01,1.06,1.035
7,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.06,0.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.06,0.625
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.06,0.835
274,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.06,1.035
3,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.075,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.08,1.035
3,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.09,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.1,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.105,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.115,1.035
5,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.12,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.125,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.135,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.15,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.155,1.035
3,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.16,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.175,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.18,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.185,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.2,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.225,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.23,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.235,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.24,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.245,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.25,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.255,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.26,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.29,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.295,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.315,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.355,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.365,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.37,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.375,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.38,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.385,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.39,0.115
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.39,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.395,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.415,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.42,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.435,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.445,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.45,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.46,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.465,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.475,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.48,1.035
3,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.485,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.49,1.035
3,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.495,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.5,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.505,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.51,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.515,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.525,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.545,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.565,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.575,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.59,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.595,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.6,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.625,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.63,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.645,1.035
3,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.655,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.66,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.665,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.68,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.7,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.705,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.71,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.715,1.035
3,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.72,1.035
4,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.725,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.735,1.035
3,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.75,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.755,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.76,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.78,0.265
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.78,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.795,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.8,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.805,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.825,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.835,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.85,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.855,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.86,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.865,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.89,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.905,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.91,1.035
3,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.925,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.94,1.035
3,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.96,1.035
4,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.965,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.97,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.975,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.98,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,0.985,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.005,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.01,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.03,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.035,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.04,1.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.05,1.035
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.055,1.035
108,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.035
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.045
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.055
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.065
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.095
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.125
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.135
4,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.145
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.155
3,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.185
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.195
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.205
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.225
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.235
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.255
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.275
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.285
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.295
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.305
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.365
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.375
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.395
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.415
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.435
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.445
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.455
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.475
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.485
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.495
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.525
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.535
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.555
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.565
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.605
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.625
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.635
3,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.645
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.655
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.665
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.685
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.705
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.715
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.725
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.745
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.755
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.765
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.785
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.835
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.845
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.855
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.865
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.875
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.905
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.915
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.925
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.955
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.965
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.975
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,0.985
1,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,1.015
2,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,1.025
7426,1.07,1.0575,1.05,1.0425,1.04,1.0325,1.0375,1.03,1.06,1.035